Wavenumber(cm^-1)   Wavelength(nm)  Electronvolts(eV)   Intensity(normalised)
 22839.92422704    437.82982380      2.83179108      0.03388251
 22845.14137031    437.72983664      2.83243792      0.03428589
 22850.35851358    437.62989513      2.83308477      0.03468855
 22855.57565685    437.52999925      2.83373161      0.03509030
 22860.79280013    437.43014896      2.83437845      0.03549094
 22866.00994340    437.33034424      2.83502530      0.03589026
 22871.22708667    437.23058505      2.83567214      0.03628805
 22876.44422994    437.13087137      2.83631899      0.03668412
 22881.66137321    437.03120315      2.83696583      0.03707825
 22886.87851649    436.93158037      2.83761267      0.03747025
 22892.09565976    436.83200300      2.83825952      0.03785989
 22897.31280303    436.73247101      2.83890636      0.03824698
 22902.52994630    436.63298437      2.83955320      0.03863129
 22907.74708957    436.53354304      2.84020005      0.03901262
 22912.96423285    436.43414699      2.84084689      0.03939076
 22918.18137612    436.33479620      2.84149373      0.03976549
 22923.39851939    436.23549063      2.84214058      0.04013660
 22928.61566266    436.13623025      2.84278742      0.04050386
 22933.83280593    436.03701503      2.84343427      0.04086708
 22939.04994921    435.93784495      2.84408111      0.04122602
 22944.26709248    435.83871996      2.84472795      0.04158048
 22949.48423575    435.73964004      2.84537480      0.04193022
 22954.70137902    435.64060516      2.84602164      0.04227505
 22959.91852229    435.54161528      2.84666848      0.04261473
 22965.13566556    435.44267039      2.84731533      0.04294905
 22970.35280884    435.34377043      2.84796217      0.04327779
 22975.56995211    435.24491540      2.84860901      0.04360073
 22980.78709538    435.14610524      2.84925586      0.04391766
 22986.00423865    435.04733995      2.84990270      0.04422836
 22991.22138192    434.94861947      2.85054955      0.04453262
 22996.43852520    434.84994379      2.85119639      0.04483023
 23001.65566847    434.75131287      2.85184323      0.04512097
 23006.87281174    434.65272668      2.85249008      0.04540464
 23012.08995501    434.55418519      2.85313692      0.04568104
 23017.30709828    434.45568838      2.85378376      0.04594997
 23022.52424156    434.35723620      2.85443061      0.04621124
 23027.74138483    434.25882864      2.85507745      0.04646464
 23032.95852810    434.16046566      2.85572429      0.04671001
 23038.17567137    434.06214722      2.85637114      0.04694715
 23043.39281464    433.96387331      2.85701798      0.04717589
 23048.60995792    433.86564388      2.85766483      0.04739607
 23053.82710119    433.76745892      2.85831167      0.04760753
 23059.04424446    433.66931838      2.85895851      0.04781010
 23064.26138773    433.57122224      2.85960536      0.04800365
 23069.47853100    433.47317047      2.86025220      0.04818803
 23074.69567428    433.37516304      2.86089904      0.04836311
 23079.91281755    433.27719992      2.86154589      0.04852877
 23085.12996082    433.17928108      2.86219273      0.04868490
 23090.34710409    433.08140648      2.86283957      0.04883137
 23095.56424736    432.98357611      2.86348642      0.04896810
 23100.78139063    432.88578992      2.86413326      0.04909499
 23105.99853391    432.78804789      2.86478011      0.04921195
 23111.21567718    432.69034999      2.86542695      0.04931892
 23116.43282045    432.59269619      2.86607379      0.04941582
 23121.64996372    432.49508645      2.86672064      0.04950260
 23126.86710699    432.39752076      2.86736748      0.04957920
 23132.08425027    432.29999908      2.86801432      0.04964559
 23137.30139354    432.20252137      2.86866117      0.04970171
 23142.51853681    432.10508762      2.86930801      0.04974755
 23147.73568008    432.00769778      2.86995485      0.04978308
 23152.95282335    431.91035184      2.87060170      0.04980830
 23158.16996663    431.81304975      2.87124854      0.04982318
 23163.38710990    431.71579150      2.87189539      0.04982774
 23168.60425317    431.61857705      2.87254223      0.04982198
 23173.82139644    431.52140637      2.87318907      0.04980591
 23179.03853971    431.42427944      2.87383592      0.04977956
 23184.25568299    431.32719621      2.87448276      0.04974295
 23189.47282626    431.23015667      2.87512960      0.04969612
 23194.68996953    431.13316079      2.87577645      0.04963912
 23199.90711280    431.03620852      2.87642329      0.04957198
 23205.12425607    430.93929986      2.87707013      0.04949477
 23210.34139934    430.84243476      2.87771698      0.04940754
 23215.55854262    430.74561319      2.87836382      0.04931038
 23220.77568589    430.64883513      2.87901067      0.04920334
 23225.99282916    430.55210055      2.87965751      0.04908653
 23231.20997243    430.45540942      2.88030435      0.04896002
 23236.42711570    430.35876171      2.88095120      0.04882393
 23241.64425898    430.26215738      2.88159804      0.04867835
 23246.86140225    430.16559642      2.88224488      0.04852339
 23252.07854552    430.06907879      2.88289173      0.04835919
 23257.29568879    429.97260446      2.88353857      0.04818586
 23262.51283206    429.87617340      2.88418541      0.04800355
 23267.72997534    429.77978559      2.88483226      0.04781240
 23272.94711861    429.68344099      2.88547910      0.04761256
 23278.16426188    429.58713958      2.88612595      0.04740419
 23283.38140515    429.49088133      2.88677279      0.04718746
 23288.59854842    429.39466620      2.88741963      0.04696254
 23293.81569170    429.29849417      2.88806648      0.04672961
 23299.03283497    429.20236522      2.88871332      0.04648886
 23304.24997824    429.10627930      2.88936016      0.04624048
 23309.46712151    429.01023639      2.89000701      0.04598468
 23314.68426478    428.91423647      2.89065385      0.04572167
 23319.90140806    428.81827950      2.89130070      0.04545166
 23325.11855133    428.72236546      2.89194754      0.04517487
 23330.33569460    428.62649432      2.89259438      0.04489152
 23335.55283787    428.53066604      2.89324123      0.04460185
 23340.76998114    428.43488060      2.89388807      0.04430609
 23345.98712441    428.33913797      2.89453491      0.04400449
 23351.20426769    428.24343813      2.89518176      0.04369728
 23356.42141096    428.14778103      2.89582860      0.04338472
 23361.63855423    428.05216667      2.89647544      0.04306706
 23366.85569750    427.95659499      2.89712229      0.04274456
 23372.07284077    427.86106599      2.89776913      0.04241747
 23377.28998405    427.76557962      2.89841598      0.04208606
 23382.50712732    427.67013586      2.89906282      0.04175058
 23387.72427059    427.57473469      2.89970966      0.04141131
 23392.94141386    427.47937607      2.90035651      0.04106851
 23398.15855713    427.38405997      2.90100335      0.04072245
 23403.37570041    427.28878637      2.90165019      0.04037341
 23408.59284368    427.19355524      2.90229704      0.04002165
 23413.80998695    427.09836654      2.90294388      0.03966745
 23419.02713022    427.00322026      2.90359072      0.03931108
 23424.24427349    426.90811636      2.90423757      0.03895281
 23429.46141677    426.81305482      2.90488441      0.03859293
 23434.67856004    426.71803560      2.90553126      0.03823171
 23439.89570331    426.62305868      2.90617810      0.03786943
 23445.11284658    426.52812402      2.90682494      0.03750635
 23450.32998985    426.43323161      2.90747179      0.03714277
 23455.54713312    426.33838142      2.90811863      0.03677895
 23460.76427640    426.24357341      2.90876547      0.03641518
 23465.98141967    426.14880755      2.90941232      0.03605173
 23471.19856294    426.05408382      2.91005916      0.03568888
 23476.41570621    425.95940220      2.91070600      0.03532691
 23481.63284948    425.86476265      2.91135285      0.03496609
 23486.84999276    425.77016514      2.91199969      0.03460671
 23492.06713603    425.67560965      2.91264654      0.03424904
 23497.28427930    425.58109614      2.91329338      0.03389337
 23502.50142257    425.48662460      2.91394022      0.03353995
 23507.71856584    425.39219499      2.91458707      0.03318909
 23512.93570912    425.29780729      2.91523391      0.03284104
 23518.15285239    425.20346146      2.91588075      0.03249608
 23523.36999566    425.10915748      2.91652760      0.03215450
 23528.58713893    425.01489533      2.91717444      0.03181655
 23533.80428220    424.92067496      2.91782128      0.03148252
 23539.02142548    424.82649636      2.91846813      0.03115268
 23544.23856875    424.73235950      2.91911497      0.03082729
 23549.45571202    424.63826435      2.91976182      0.03050662
 23554.67285529    424.54421088      2.92040866      0.03019094
 23559.88999856    424.45019907      2.92105550      0.02988051
 23565.10714183    424.35622889      2.92170235      0.02957559
 23570.32428511    424.26230030      2.92234919      0.02927644
 23575.54142838    424.16841328      2.92299603      0.02898332
 23580.75857165    424.07456781      2.92364288      0.02869648
 23585.97571492    423.98076386      2.92428972      0.02841616
 23591.19285819    423.88700140      2.92493656      0.02814263
 23596.41000147    423.79328039      2.92558341      0.02787611
 23601.62714474    423.69960082      2.92623025      0.02761685
 23606.84428801    423.60596266      2.92687710      0.02736509
 23612.06143128    423.51236588      2.92752394      0.02712106
 23617.27857455    423.41881045      2.92817078      0.02688499
 23622.49571783    423.32529634      2.92881763      0.02665710
 23627.71286110    423.23182353      2.92946447      0.02643762
 23632.93000437    423.13839199      2.93011131      0.02622675
 23638.14714764    423.04500169      2.93075816      0.02602472
 23643.36429091    422.95165261      2.93140500      0.02583173
 23648.58143419    422.85834471      2.93205184      0.02564799
 23653.79857746    422.76507797      2.93269869      0.02547370
 23659.01572073    422.67185237      2.93334553      0.02530905
 23664.23286400    422.57866788      2.93399238      0.02515423
 23669.45000727    422.48552446      2.93463922      0.02500944
 23674.66715055    422.39242209      2.93528606      0.02487485
 23679.88429382    422.29936075      2.93593291      0.02475064
 23685.10143709    422.20634041      2.93657975      0.02463699
 23690.31858036    422.11336104      2.93722659      0.02453406
 23695.53572363    422.02042261      2.93787344      0.02444202
 23700.75286690    421.92752509      2.93852028      0.02436104
 23705.97001018    421.83466847      2.93916712      0.02429125
 23711.18715345    421.74185271      2.93981397      0.02423283
 23716.40429672    421.64907778      2.94046081      0.02418591
 23721.62143999    421.55634366      2.94110766      0.02415063
 23726.83858326    421.46365033      2.94175450      0.02412713
 23732.05572654    421.37099774      2.94240134      0.02411554
 23737.27286981    421.27838589      2.94304819      0.02411599
 23742.49001308    421.18581474      2.94369503      0.02412860
 23747.70715635    421.09328426      2.94434187      0.02415349
 23752.92429962    421.00079442      2.94498872      0.02419076
 23758.14144290    420.90834521      2.94563556      0.02424053
 23763.35858617    420.81593659      2.94628240      0.02430290
 23768.57572944    420.72356854      2.94692925      0.02437796
 23773.79287271    420.63124103      2.94757609      0.02446580
 23779.01001598    420.53895403      2.94822294      0.02456652
 23784.22715926    420.44670752      2.94886978      0.02468019
 23789.44430253    420.35450147      2.94951662      0.02480689
 23794.66144580    420.26233585      2.95016347      0.02494669
 23799.87858907    420.17021064      2.95081031      0.02509967
 23805.09573234    420.07812581      2.95145715      0.02526589
 23810.31287561    419.98608134      2.95210400      0.02544541
 23815.53001889    419.89407719      2.95275084      0.02563829
 23820.74716216    419.80211334      2.95339768      0.02584458
 23825.96430543    419.71018977      2.95404453      0.02606433
 23831.18144870    419.61830644      2.95469137      0.02629760
 23836.39859197    419.52646334      2.95533822      0.02654443
 23841.61573525    419.43466043      2.95598506      0.02680486
 23846.83287852    419.34289769      2.95663190      0.02707894
 23852.05002179    419.25117509      2.95727875      0.02736671
 23857.26716506    419.15949261      2.95792559      0.02766821
 23862.48430833    419.06785022      2.95857243      0.02798348
 23867.70145161    418.97624789      2.95921928      0.02831257
 23872.91859488    418.88468560      2.95986612      0.02865550
 23878.13573815    418.79316332      2.96051296      0.02901233
 23883.35288142    418.70168103      2.96115981      0.02938309
 23888.57002469    418.61023869      2.96180665      0.02976783
 23893.78716797    418.51883629      2.96245350      0.03016658
 23899.00431124    418.42747379      2.96310034      0.03057940
 23904.22145451    418.33615117      2.96374718      0.03100633
 23909.43859778    418.24486841      2.96439403      0.03144741
 23914.65574105    418.15362547      2.96504087      0.03190269
 23919.87288432    418.06242234      2.96568771      0.03237222
 23925.09002760    417.97125898      2.96633456      0.03285606
 23930.30717087    417.88013537      2.96698140      0.03335425
 23935.52431414    417.78905148      2.96762824      0.03386684
 23940.74145741    417.69800730      2.96827509      0.03439390
 23945.95860068    417.60700278      2.96892193      0.03493547
 23951.17574396    417.51603791      2.96956878      0.03549161
 23956.39288723    417.42511267      2.97021562      0.03606239
 23961.61003050    417.33422701      2.97086246      0.03664785
 23966.82717377    417.24338092      2.97150931      0.03724805
 23972.04431704    417.15257438      2.97215615      0.03786306
 23977.26146032    417.06180735      2.97280299      0.03849293
 23982.47860359    416.97107982      2.97344984      0.03913772
 23987.69574686    416.88039174      2.97409668      0.03979749
 23992.91289013    416.78974311      2.97474352      0.04047230
 23998.13003340    416.69913389      2.97539037      0.04116220
 24003.34717668    416.60856406      2.97603721      0.04186727
 24008.56431995    416.51803360      2.97668406      0.04258755
 24013.78146322    416.42754246      2.97733090      0.04332311
 24018.99860649    416.33709064      2.97797774      0.04407400
 24024.21574976    416.24667811      2.97862459      0.04484029
 24029.43289304    416.15630483      2.97927143      0.04562204
 24034.65003631    416.06597079      2.97991827      0.04641930
 24039.86717958    415.97567596      2.98056512      0.04723214
 24045.08432285    415.88542031      2.98121196      0.04806061
 24050.30146612    415.79520382      2.98185881      0.04890478
 24055.51860939    415.70502646      2.98250565      0.04976471
 24060.73575267    415.61488821      2.98315249      0.05064046
 24065.95289594    415.52478903      2.98379934      0.05153209
 24071.17003921    415.43472892      2.98444618      0.05243966
 24076.38718248    415.34470783      2.98509302      0.05336324
 24081.60432575    415.25472575      2.98573987      0.05430287
 24086.82146903    415.16478265      2.98638671      0.05525863
 24092.03861230    415.07487851      2.98703355      0.05623056
 24097.25575557    414.98501329      2.98768040      0.05721872
 24102.47289884    414.89518698      2.98832724      0.05822317
 24107.69004211    414.80539954      2.98897409      0.05924393
 24112.90718539    414.71565096      2.98962093      0.06028107
 24118.12432866    414.62594121      2.99026777      0.06133461
 24123.34147193    414.53627026      2.99091462      0.06240458
 24128.55861520    414.44663809      2.99156146      0.06349100
 24133.77575847    414.35704467      2.99220830      0.06459388
 24138.99290175    414.26748998      2.99285515      0.06571322
 24144.21004502    414.17797399      2.99350199      0.06684901
 24149.42718829    414.08849668      2.99414883      0.06800123
 24154.64433156    413.99905802      2.99479568      0.06916982
 24159.86147483    413.90965798      2.99544252      0.07035475
 24165.07861810    413.82029655      2.99608937      0.07155593
 24170.29576138    413.73097370      2.99673621      0.07277327
 24175.51290465    413.64168940      2.99738305      0.07400666
 24180.73004792    413.55244363      2.99802990      0.07525598
 24185.94719119    413.46323636      2.99867674      0.07652105
 24191.16433446    413.37406756      2.99932358      0.07780172
 24196.38147774    413.28493722      2.99997043      0.07909777
 24201.59862101    413.19584531      3.00061727      0.08040899
 24206.81576428    413.10679180      3.00126411      0.08173513
 24212.03290755    413.01777666      3.00191096      0.08307590
 24217.25005082    412.92879988      3.00255780      0.08443102
 24222.46719410    412.83986143      3.00320465      0.08580015
 24227.68433737    412.75096129      3.00385149      0.08718294
 24232.90148064    412.66209942      3.00449833      0.08857902
 24238.11862391    412.57327580      3.00514518      0.08998798
 24243.33576718    412.48449042      3.00579202      0.09140939
 24248.55291046    412.39574324      3.00643886      0.09284281
 24253.77005373    412.30703424      3.00708571      0.09428774
 24258.98719700    412.21836340      3.00773255      0.09574369
 24264.20434027    412.12973068      3.00837939      0.09721013
 24269.42148354    412.04113608      3.00902624      0.09868651
 24274.63862682    411.95257955      3.00967308      0.10017226
 24279.85577009    411.86406108      3.01031993      0.10166679
 24285.07291336    411.77558065      3.01096677      0.10316948
 24290.29005663    411.68713822      3.01161361      0.10467969
 24295.50719990    411.59873378      3.01226046      0.10619677
 24300.72434317    411.51036730      3.01290730      0.10772005
 24305.94148645    411.42203875      3.01355414      0.10924882
 24311.15862972    411.33374811      3.01420099      0.11078237
 24316.37577299    411.24549535      3.01484783      0.11231997
 24321.59291626    411.15728046      3.01549467      0.11386086
 24326.81005953    411.06910341      3.01614152      0.11540427
 24332.02720281    410.98096417      3.01678836      0.11694942
 24337.24434608    410.89286272      3.01743521      0.11849548
 24342.46148935    410.80479903      3.01808205      0.12004163
 24347.67863262    410.71677308      3.01872889      0.12158703
 24352.89577589    410.62878485      3.01937574      0.12313080
 24358.11291917    410.54083431      3.02002258      0.12467205
 24363.33006244    410.45292143      3.02066942      0.12620989
 24368.54720571    410.36504620      3.02131627      0.12774337
 24373.76434898    410.27720859      3.02196311      0.12927157
 24378.98149225    410.18940858      3.02260995      0.13079350
 24384.19863553    410.10164613      3.02325680      0.13230819
 24389.41577880    410.01392123      3.02390364      0.13381463
 24394.63292207    409.92623385      3.02455049      0.13531179
 24399.85006534    409.83858398      3.02519733      0.13679865
 24405.06720861    409.75097157      3.02584417      0.13827412
 24410.28435188    409.66339662      3.02649102      0.13973716
 24415.50149516    409.57585909      3.02713786      0.14118665
 24420.71863843    409.48835897      3.02778470      0.14262151
 24425.93578170    409.40089622      3.02843155      0.14404062
 24431.15292497    409.31347083      3.02907839      0.14544285
 24436.37006824    409.22608276      3.02972523      0.14682706
 24441.58721152    409.13873201      3.03037208      0.14819213
 24446.80435479    409.05141854      3.03101892      0.14953691
 24452.02149806    408.96414232      3.03166577      0.15086026
 24457.23864133    408.87690334      3.03231261      0.15216103
 24462.45578460    408.78970158      3.03295945      0.15343808
 24467.67292788    408.70253700      3.03360630      0.15469029
 24472.89007115    408.61540958      3.03425314      0.15591654
 24478.10721442    408.52831930      3.03489998      0.15711571
 24483.32435769    408.44126614      3.03554683      0.15828671
 24488.54150096    408.35425007      3.03619367      0.15942846
 24493.75864424    408.26727107      3.03684051      0.16053991
 24498.97578751    408.18032912      3.03748736      0.16162003
 24504.19293078    408.09342418      3.03813420      0.16266781
 24509.41007405    408.00655625      3.03878105      0.16368226
 24514.62721732    407.91972529      3.03942789      0.16466245
 24519.84436059    407.83293128      3.04007473      0.16560744
 24525.06150387    407.74617419      3.04072158      0.16651636
 24530.27864714    407.65945401      3.04136842      0.16738835
 24535.49579041    407.57277071      3.04201526      0.16822259
 24540.71293368    407.48612426      3.04266211      0.16901832
 24545.93007695    407.39951465      3.04330895      0.16977478
 24551.14722023    407.31294185      3.04395579      0.17049128
 24556.36436350    407.22640583      3.04460264      0.17116715
 24561.58150677    407.13990657      3.04524948      0.17180177
 24566.79865004    407.05344406      3.04589633      0.17239454
 24572.01579331    406.96701826      3.04654317      0.17294492
 24577.23293659    406.88062915      3.04719001      0.17345241
 24582.45007986    406.79427671      3.04783686      0.17391653
 24587.66722313    406.70796092      3.04848370      0.17433684
 24592.88436640    406.62168174      3.04913054      0.17471297
 24598.10150967    406.53543917      3.04977739      0.17504453
 24603.31865295    406.44923317      3.05042423      0.17533122
 24608.53579622    406.36306373      3.05107107      0.17557275
 24613.75293949    406.27693081      3.05171792      0.17576887
 24618.97008276    406.19083440      3.05236476      0.17591937
 24624.18722603    406.10477447      3.05301161      0.17602406
 24629.40436931    406.01875100      3.05365845      0.17608282
 24634.62151258    405.93276397      3.05430529      0.17609553
 24639.83865585    405.84681335      3.05495214      0.17606211
 24645.05579912    405.76089912      3.05559898      0.17598255
 24650.27294239    405.67502126      3.05624582      0.17585684
 24655.49008566    405.58917974      3.05689267      0.17568501
 24660.70722894    405.50337454      3.05753951      0.17546715
 24665.92437221    405.41760564      3.05818635      0.17520336
 24671.14151548    405.33187302      3.05883320      0.17489381
 24676.35865875    405.24617665      3.05948004      0.17453868
 24681.57580202    405.16051650      3.06012689      0.17413820
 24686.79294530    405.07489256      3.06077373      0.17369265
 24692.01008857    404.98930480      3.06142057      0.17320235
 24697.22723184    404.90375321      3.06206742      0.17266765
 24702.44437511    404.81823775      3.06271426      0.17208895
 24707.66151838    404.73275840      3.06336110      0.17146670
 24712.87866166    404.64731515      3.06400795      0.17080137
 24718.09580493    404.56190796      3.06465479      0.17009351
 24723.31294820    404.47653682      3.06530163      0.16934370
 24728.53009147    404.39120170      3.06594848      0.16855254
 24733.74723474    404.30590258      3.06659532      0.16772070
 24738.96437802    404.22063944      3.06724217      0.16684889
 24744.18152129    404.13541225      3.06788901      0.16593786
 24749.39866456    404.05022100      3.06853585      0.16498841
 24754.61580783    403.96506565      3.06918270      0.16400135
 24759.83295110    403.87994619      3.06982954      0.16297757
 24765.05009437    403.79486259      3.07047638      0.16191797
 24770.26723765    403.70981484      3.07112323      0.16082350
 24775.48438092    403.62480290      3.07177007      0.15969514
 24780.70152419    403.53982676      3.07241691      0.15853389
 24785.91866746    403.45488639      3.07306376      0.15734081
 24791.13581073    403.36998177      3.07371060      0.15611696
 24796.35295401    403.28511288      3.07435745      0.15486344
 24801.57009728    403.20027969      3.07500429      0.15358136
 24806.78724055    403.11548219      3.07565113      0.15227187
 24812.00438382    403.03072034      3.07629798      0.15093613
 24817.22152709    402.94599414      3.07694482      0.14957531
 24822.43867037    402.86130355      3.07759166      0.14819059
 24827.65581364    402.77664855      3.07823851      0.14678317
 24832.87295691    402.69202912      3.07888535      0.14535427
 24838.09010018    402.60744525      3.07953220      0.14390509
 24843.30724345    402.52289689      3.08017904      0.14243684
 24848.52438673    402.43838404      3.08082588      0.14095076
 24853.74153000    402.35390667      3.08147273      0.13944805
 24858.95867327    402.26946476      3.08211957      0.13792994
 24864.17581654    402.18505829      3.08276641      0.13639764
 24869.39295981    402.10068722      3.08341326      0.13485236
 24874.61010309    402.01635156      3.08406010      0.13329530
 24879.82724636    401.93205126      3.08470694      0.13172766
 24885.04438963    401.84778630      3.08535379      0.13015063
 24890.26153290    401.76355667      3.08600063      0.12856539
 24895.47867617    401.67936235      3.08664748      0.12697310
 24900.69581944    401.59520330      3.08729432      0.12537494
 24905.91296272    401.51107952      3.08794116      0.12377204
 24911.13010599    401.42699097      3.08858801      0.12216555
 24916.34724926    401.34293763      3.08923485      0.12055659
 24921.56439253    401.25891948      3.08988169      0.11894628
 24926.78153580    401.17493651      3.09052854      0.11733572
 24931.99867908    401.09098868      3.09117538      0.11572601
 24937.21582235    401.00707598      3.09182222      0.11411822
 24942.43296562    400.92319838      3.09246907      0.11251343
 24947.65010889    400.83935587      3.09311591      0.11091269
 24952.86725216    400.75554841      3.09376276      0.10931705
 24958.08439544    400.67177599      3.09440960      0.10772754
 24963.30153871    400.58803859      3.09505644      0.10614519
 24968.51868198    400.50433618      3.09570329      0.10457100
 24973.73582525    400.42066874      3.09635013      0.10300598
 24978.95296852    400.33703625      3.09699697      0.10145112
 24984.17011180    400.25343869      3.09764382      0.09990738
 24989.38725507    400.16987603      3.09829066      0.09837575
 24994.60439834    400.08634826      3.09893750      0.09685716
 24999.82154161    400.00285535      3.09958435      0.09535256
 25005.03868488    399.91939729      3.10023119      0.09386287
 25010.25582815    399.83597404      3.10087804      0.09238902
 25015.47297143    399.75258559      3.10152488      0.09093190
 25020.69011470    399.66923191      3.10217172      0.08949240
 25025.90725797    399.58591299      3.10281857      0.08807140
 25031.12440124    399.50262880      3.10346541      0.08666976
 25036.34154451    399.41937931      3.10411225      0.08528833
 25041.55868779    399.33616452      3.10475910      0.08392794
 25046.77583106    399.25298439      3.10540594      0.08258941
 25051.99297433    399.16983891      3.10605278      0.08127355
 25057.21011760    399.08672805      3.10669963      0.07998114
 25062.42726087    399.00365180      3.10734647      0.07871296
 25067.64440415    398.92061012      3.10799332      0.07746978
 25072.86154742    398.83760300      3.10864016      0.07625232
 25078.07869069    398.75463042      3.10928700      0.07506133
 25083.29583396    398.67169236      3.10993385      0.07389752
 25088.51297723    398.58878878      3.11058069      0.07276158
 25093.73012051    398.50591969      3.11122753      0.07165421
 25098.94726378    398.42308504      3.11187438      0.07057606
 25104.16440705    398.34028482      3.11252122      0.06952779
 25109.38155032    398.25751901      3.11316806      0.06851004
 25114.59869359    398.17478758      3.11381491      0.06752344
 25119.81583686    398.09209052      3.11446175      0.06656859
 25125.03298014    398.00942780      3.11510860      0.06564608
 25130.25012341    397.92679941      3.11575544      0.06475650
 25135.46726668    397.84420532      3.11640228      0.06390041
 25140.68440995    397.76164550      3.11704913      0.06307835
 25145.90155322    397.67911995      3.11769597      0.06229088
 25151.11869650    397.59662863      3.11834281      0.06153850
 25156.33583977    397.51417153      3.11898966      0.06082172
 25161.55298304    397.43174862      3.11963650      0.06014104
 25166.77012631    397.34935988      3.12028334      0.05949693
 25171.98726958    397.26700530      3.12093019      0.05888985
 25177.20441286    397.18468485      3.12157703      0.05832026
 25182.42155613    397.10239850      3.12222388      0.05778858
 25187.63869940    397.02014624      3.12287072      0.05729523
 25192.85584267    396.93792806      3.12351756      0.05684061
 25198.07298594    396.85574391      3.12416441      0.05642510
 25203.29012922    396.77359379      3.12481125      0.05604907
 25208.50727249    396.69147768      3.12545809      0.05571287
 25213.72441576    396.60939555      3.12610494      0.05541683
 25218.94155903    396.52734737      3.12675178      0.05516127
 25224.15870230    396.44533314      3.12739862      0.05494647
 25229.37584558    396.36335283      3.12804547      0.05477273
 25234.59298885    396.28140642      3.12869231      0.05464029
 25239.81013212    396.19949388      3.12933916      0.05454939
 25245.02727539    396.11761520      3.12998600      0.05450025
 25250.24441866    396.03577036      3.13063284      0.05449307
 25255.46156193    395.95395932      3.13127969      0.05452803
 25260.67870521    395.87218209      3.13192653      0.05460528
 25265.89584848    395.79043862      3.13257337      0.05472497
 25271.11299175    395.70872891      3.13322022      0.05488719
 25276.33013502    395.62705292      3.13386706      0.05509205
 25281.54727829    395.54541065      3.13451390      0.05533963
 25286.76442157    395.46380206      3.13516075      0.05562996
 25291.98156484    395.38222714      3.13580759      0.05596309
 25297.19870811    395.30068587      3.13645444      0.05633902
 25302.41585138    395.21917823      3.13710128      0.05675775
 25307.63299465    395.13770419      3.13774812      0.05721923
 25312.85013793    395.05626374      3.13839497      0.05772341
 25318.06728120    394.97485685      3.13904181      0.05827023
 25323.28442447    394.89348350      3.13968865      0.05885959
 25328.50156774    394.81214367      3.14033550      0.05949138
 25333.71871101    394.73083735      3.14098234      0.06016546
 25338.93585429    394.64956451      3.14162918      0.06088170
 25344.15299756    394.56832513      3.14227603      0.06163991
 25349.37014083    394.48711918      3.14292287      0.06243992
 25354.58728410    394.40594666      3.14356972      0.06328151
 25359.80442737    394.32480754      3.14421656      0.06416447
 25365.02157064    394.24370179      3.14486340      0.06508856
 25370.23871392    394.16262940      3.14551025      0.06605353
 25375.45585719    394.08159035      3.14615709      0.06705912
 25380.67300046    394.00058461      3.14680393      0.06810503
 25385.89014373    393.91961217      3.14745078      0.06919097
 25391.10728700    393.83867300      3.14809762      0.07031664
 25396.32443028    393.75776709      3.14874446      0.07148173
 25401.54157355    393.67689441      3.14939131      0.07268589
 25406.75871682    393.59605495      3.15003815      0.07392879
 25411.97586009    393.51524868      3.15068500      0.07521010
 25417.19300336    393.43447558      3.15133184      0.07652945
 25422.41014664    393.35373563      3.15197868      0.07788650
 25427.62728991    393.27302882      3.15262553      0.07928090
 25432.84443318    393.19235512      3.15327237      0.08071228
 25438.06157645    393.11171450      3.15391921      0.08218029
 25443.27871972    393.03110696      3.15456606      0.08368459
 25448.49586300    392.95053247      3.15521290      0.08522484
 25453.71300627    392.86999101      3.15585974      0.08680070
 25458.93014954    392.78948256      3.15650659      0.08841187
 25464.14729281    392.70900710      3.15715343      0.09005803
 25469.36443608    392.62856461      3.15780028      0.09173890
 25474.58157935    392.54815506      3.15844712      0.09345422
 25479.79872263    392.46777845      3.15909396      0.09520376
 25485.01586590    392.38743474      3.15974081      0.09698730
 25490.23300917    392.30712392      3.16038765      0.09880467
 25495.45015244    392.22684597      3.16103449      0.10065571
 25500.66729571    392.14660087      3.16168134      0.10254031
 25505.88443899    392.06638860      3.16232818      0.10445841
 25511.10158226    391.98620913      3.16297502      0.10640997
 25516.31872553    391.90606245      3.16362187      0.10839500
 25521.53586880    391.82594854      3.16426871      0.11041355
 25526.75301207    391.74586738      3.16491556      0.11246574
 25531.97015535    391.66581894      3.16556240      0.11455169
 25537.18729862    391.58580321      3.16620924      0.11667162
 25542.40444189    391.50582016      3.16685609      0.11882576
 25547.62158516    391.42586979      3.16750293      0.12101440
 25552.83872843    391.34595206      3.16814977      0.12323790
 25558.05587171    391.26606696      3.16879662      0.12549662
 25563.27301498    391.18621446      3.16944346      0.12779102
 25568.49015825    391.10639455      3.17009030      0.13012156
 25573.70730152    391.02660721      3.17073715      0.13248876
 25578.92444479    390.94685242      3.17138399      0.13489317
 25584.14158807    390.86713015      3.17203084      0.13733541
 25589.35873134    390.78744040      3.17267768      0.13981608
 25594.57587461    390.70778313      3.17332452      0.14233584
 25599.79301788    390.62815832      3.17397137      0.14489538
 25605.01016115    390.54856597      3.17461821      0.14749540
 25610.22730442    390.46900604      3.17526505      0.15013661
 25615.44444770    390.38947852      3.17591190      0.15281975
 25620.66159097    390.30998339      3.17655874      0.15554556
 25625.87873424    390.23052063      3.17720559      0.15831476
 25631.09587751    390.15109021      3.17785243      0.16112811
