Wavenumber(cm^-1)   Wavelength(nm)  Electronvolts(eV)   Intensity(normalised)
 24408.39666857    409.69506901      3.02625660      0.18215301
 24418.40167108    409.52720380      3.02749706      0.18365853
 24428.40667358    409.35947609      3.02873752      0.18508043
 24438.41167608    409.19188571      3.02997798      0.18641614
 24448.41667858    409.02443250      3.03121845      0.18766323
 24458.42168108    408.85711629      3.03245891      0.18881944
 24468.42668358    408.68993691      3.03369937      0.18988266
 24478.43168608    408.52289419      3.03493984      0.19085098
 24488.43668858    408.35598796      3.03618030      0.19172265
 24498.44169109    408.18921806      3.03742076      0.19249612
 24508.44669359    408.02258432      3.03866122      0.19317004
 24518.45169609    407.85608657      3.03990169      0.19374327
 24528.45669859    407.68972465      3.04114215      0.19421487
 24538.46170109    407.52349839      3.04238261      0.19458415
 24548.46670359    407.35740763      3.04362307      0.19485060
 24558.47170609    407.19145219      3.04486354      0.19501397
 24568.47670859    407.02563192      3.04610400      0.19507424
 24578.48171110    406.85994664      3.04734446      0.19503163
 24588.48671360    406.69439621      3.04858492      0.19488657
 24598.49171610    406.52898044      3.04982539      0.19463978
 24608.49671860    406.36369917      3.05106585      0.19429220
 24618.50172110    406.19855225      3.05230631      0.19384500
 24628.50672360    406.03353950      3.05354678      0.19329962
 24638.51172610    405.86866077      3.05478724      0.19265774
 24648.51672860    405.70391589      3.05602770      0.19192128
 24658.52173111    405.53930469      3.05726816      0.19109239
 24668.52673361    405.37482702      3.05850863      0.19017347
 24678.53173611    405.21048272      3.05974909      0.18916716
 24688.53673861    405.04627161      3.06098955      0.18807631
 24698.54174111    404.88219355      3.06223001      0.18690403
 24708.54674361    404.71824836      3.06347048      0.18565361
 24718.55174611    404.55443589      3.06471094      0.18432858
 24728.55674861    404.39075597      3.06595140      0.18293267
 24738.56175112    404.22720844      3.06719186      0.18146981
 24748.56675362    404.06379315      3.06843233      0.17994412
 24758.57175612    403.90050994      3.06967279      0.17835990
 24768.57675862    403.73735863      3.07091325      0.17672163
 24778.58176112    403.57433908      3.07215372      0.17503396
 24788.58676362    403.41145112      3.07339418      0.17330166
 24798.59176612    403.24869460      3.07463464      0.17152970
 24808.59676862    403.08606935      3.07587510      0.16972314
 24818.60177113    402.92357522      3.07711557      0.16788717
 24828.60677363    402.76121205      3.07835603      0.16602710
 24838.61177613    402.59897967      3.07959649      0.16414835
 24848.61677863    402.43687794      3.08083695      0.16225640
 24858.62178113    402.27490670      3.08207742      0.16035684
 24868.62678363    402.11306578      3.08331788      0.15845529
 24878.63178613    401.95135502      3.08455834      0.15655744
 24888.63678863    401.78977429      3.08579880      0.15466904
 24898.64179114    401.62832340      3.08703927      0.15279584
 24908.64679364    401.46700222      3.08827973      0.15094362
 24918.65179614    401.30581058      3.08952019      0.14911817
 24928.65679864    401.14474833      3.09076066      0.14732527
 24938.66180114    400.98381530      3.09200112      0.14557069
 24948.66680364    400.82301136      3.09324158      0.14386017
 24958.67180614    400.66233633      3.09448204      0.14219942
 24968.67680864    400.50179007      3.09572251      0.14059410
 24978.68181115    400.34137242      3.09696297      0.13904979
 24988.68681365    400.18108323      3.09820343      0.13757204
 24998.69181615    400.02092234      3.09944389      0.13616631
 25008.69681865    399.86088960      3.10068436      0.13483797
 25018.70182115    399.70098485      3.10192482      0.13359229
 25028.70682365    399.54120794      3.10316528      0.13243447
 25038.71182615    399.38155872      3.10440574      0.13136956
 25048.71682865    399.22203704      3.10564621      0.13040253
 25058.72183116    399.06264274      3.10688667      0.12953821
 25068.72683366    398.90337567      3.10812713      0.12878131
 25078.73183616    398.74423567      3.10936760      0.12813639
 25088.73683866    398.58522260      3.11060806      0.12760788
 25098.74184116    398.42633630      3.11184852      0.12720007
 25108.74684366    398.26757663      3.11308898      0.12691710
 25118.75184616    398.10894342      3.11432945      0.12676295
 25128.75684866    397.95043654      3.11556991      0.12674143
 25138.76185117    397.79205582      3.11681037      0.12685621
 25148.76685367    397.63380112      3.11805083      0.12711078
 25158.77185617    397.47567229      3.11929130      0.12750848
 25168.77685867    397.31766918      3.12053176      0.12805245
 25178.78186117    397.15979163      3.12177222      0.12874567
 25188.78686367    397.00203951      3.12301268      0.12959096
 25198.79186617    396.84441265      3.12425315      0.13059094
 25208.79686867    396.68691091      3.12549361      0.13174804
 25218.80187118    396.52953414      3.12673407      0.13306454
 25228.80687368    396.37228220      3.12797454      0.13454251
 25238.81187618    396.21515492      3.12921500      0.13618384
 25248.81687868    396.05815218      3.13045546      0.13799022
 25258.82188118    395.90127381      3.13169592      0.13996317
 25268.82688368    395.74451967      3.13293639      0.14210399
 25278.83188618    395.58788961      3.13417685      0.14441381
 25288.83688868    395.43138348      3.13541731      0.14689354
 25298.84189119    395.27500115      3.13665777      0.14954391
 25308.84689369    395.11874245      3.13789824      0.15236542
 25318.85189619    394.96260725      3.13913870      0.15535839
 25328.85689869    394.80659540      3.14037916      0.15852291
 25338.86190119    394.65070675      3.14161962      0.16185888
 25348.86690369    394.49494116      3.14286009      0.16536595
 25358.87190619    394.33929847      3.14410055      0.16904359
 25368.87690869    394.18377856      3.14534101      0.17289102
 25378.88191120    394.02838126      3.14658148      0.17690723
 25388.88691370    393.87310643      3.14782194      0.18109098
 25398.89191620    393.71795394      3.14906240      0.18544082
 25408.89691870    393.56292363      3.15030286      0.18995502
 25418.90192120    393.40801537      3.15154333      0.19463162
 25428.90692370    393.25322900      3.15278379      0.19946842
 25438.91192620    393.09856438      3.15402425      0.20446293
 25448.91692870    392.94402137      3.15526471      0.20961242
 25458.92193121    392.78959983      3.15650518      0.21491390
 25468.92693371    392.63529962      3.15774564      0.22036408
 25478.93193621    392.48112058      3.15898610      0.22595942
 25488.93693871    392.32706259      3.16022656      0.23169608
 25498.94194121    392.17312548      3.16146703      0.23756993
 25508.94694371    392.01930913      3.16270749      0.24357654
 25518.95194621    391.86561339      3.16394795      0.24971120
 25528.95694871    391.71203812      3.16518842      0.25596888
 25538.96195122    391.55858318      3.16642888      0.26234427
 25548.96695372    391.40524843      3.16766934      0.26883170
 25558.97195622    391.25203372      3.16890980      0.27542525
 25568.97695872    391.09893891      3.17015027      0.28211863
 25578.98196122    390.94596387      3.17139073      0.28890527
 25588.98696372    390.79310845      3.17263119      0.29577826
 25598.99196622    390.64037251      3.17387165      0.30273040
 25608.99696872    390.48775592      3.17511212      0.30975414
 25619.00197123    390.33525852      3.17635258      0.31684165
 25629.00697373    390.18288020      3.17759304      0.32398477
 25639.01197623    390.03062079      3.17883350      0.33117504
 25649.01697873    389.87848017      3.18007397      0.33840370
 25659.02198123    389.72645820      3.18131443      0.34566169
 25669.02698373    389.57455473      3.18255489      0.35293969
 25679.03198623    389.42276963      3.18379536      0.36022808
 25689.03698873    389.27110277      3.18503582      0.36751698
 25699.04199124    389.11955399      3.18627628      0.37479628
 25709.04699374    388.96812317      3.18751674      0.38205560
 25719.05199624    388.81681016      3.18875721      0.38928436
 25729.05699874    388.66561484      3.18999767      0.39647178
 25739.06200124    388.51453705      3.19123813      0.40360688
 25749.06700374    388.36357667      3.19247859      0.41067852
 25759.07200624    388.21273356      3.19371906      0.41767542
 25769.07700874    388.06200758      3.19495952      0.42458617
 25779.08201125    387.91139860      3.19619998      0.43139928
 25789.08701375    387.76090647      3.19744044      0.43810318
 25799.09201625    387.61053107      3.19868091      0.44468625
 25809.09701875    387.46027226      3.19992137      0.45113687
 25819.10202125    387.31012989      3.20116183      0.45744344
 25829.10702375    387.16010385      3.20240230      0.46359438
 25839.11202625    387.01019398      3.20364276      0.46957822
 25849.11702875    386.86040016      3.20488322      0.47538359
 25859.12203126    386.71072225      3.20612368      0.48099926
 25869.12703376    386.56116012      3.20736415      0.48641418
 25879.13203626    386.41171364      3.20860461      0.49161752
 25889.13703876    386.26238266      3.20984507      0.49659871
 25899.14204126    386.11316706      3.21108553      0.50134745
 25909.14704376    385.96406669      3.21232600      0.50585376
 25919.15204626    385.81508144      3.21356646      0.51010803
 25929.15704876    385.66621116      3.21480692      0.51410102
 25939.16205127    385.51745572      3.21604738      0.51782395
 25949.16705377    385.36881499      3.21728785      0.52126846
 25959.17205627    385.22028884      3.21852831      0.52442671
 25969.17705877    385.07187713      3.21976877      0.52729138
 25979.18206127    384.92357973      3.22100924      0.52985571
 25989.18706377    384.77539652      3.22224970      0.53211352
 25999.19206627    384.62732735      3.22349016      0.53405926
 26009.19706877    384.47937209      3.22473062      0.53568800
 26019.20207128    384.33153062      3.22597109      0.53699549
 26029.20707378    384.18380280      3.22721155      0.53797819
 26039.21207628    384.03618851      3.22845201      0.53863324
 26049.21707878    383.88868761      3.22969247      0.53895853
 26059.22208128    383.74129997      3.23093294      0.53895270
 26069.22708378    383.59402546      3.23217340      0.53861515
 26079.23208628    383.44686395      3.23341386      0.53794605
 26089.23708878    383.29981531      3.23465432      0.53694636
 26099.24209129    383.15287941      3.23589479      0.53561783
 26109.24709379    383.00605612      3.23713525      0.53396300
 26119.25209629    382.85934531      3.23837571      0.53198521
 26129.25709879    382.71274686      3.23961618      0.52968859
 26139.26210129    382.56626062      3.24085664      0.52707806
 26149.26710379    382.41988649      3.24209710      0.52415934
 26159.27210629    382.27362432      3.24333756      0.52093889
 26169.27710879    382.12747398      3.24457803      0.51742396
 26179.28211130    381.98143536      3.24581849      0.51362252
 26189.28711380    381.83550832      3.24705895      0.50954329
 26199.29211630    381.68969273      3.24829941      0.50519567
 26209.29711880    381.54398847      3.24953988      0.50058975
 26219.30212130    381.39839540      3.25078034      0.49573630
 26229.30712380    381.25291341      3.25202080      0.49064669
 26239.31212630    381.10754236      3.25326126      0.48533290
 26249.31712880    380.96228212      3.25450173      0.47980748
 26259.32213131    380.81713258      3.25574219      0.47408351
 26269.32713381    380.67209360      3.25698265      0.46817457
 26279.33213631    380.52716506      3.25822312      0.46209470
 26289.33713881    380.38234683      3.25946358      0.45585837
 26299.34214131    380.23763879      3.26070404      0.44948043
 26309.34714381    380.09304081      3.26194450      0.44297608
 26319.35214631    379.94855276      3.26318497      0.43636081
 26329.35714881    379.80417452      3.26442543      0.42965038
 26339.36215132    379.65990597      3.26566589      0.42286079
 26349.36715382    379.51574697      3.26690635      0.41600818
 26359.37215632    379.37169741      3.26814682      0.40910887
 26369.37715882    379.22775716      3.26938728      0.40217924
 26379.38216132    379.08392609      3.27062774      0.39523574
 26389.38716382    378.94020409      3.27186820      0.38829484
 26399.39216632    378.79659102      3.27310867      0.38137296
 26409.39716882    378.65308677      3.27434913      0.37448648
 26419.40217133    378.50969120      3.27558959      0.36765166
 26429.40717383    378.36640420      3.27683006      0.36088461
 26439.41217633    378.22322565      3.27807052      0.35420129
 26449.41717883    378.08015541      3.27931098      0.34761744
 26459.42218133    377.93719338      3.28055144      0.34114853
 26469.42718383    377.79433941      3.28179191      0.33480979
 26479.43218633    377.65159340      3.28303237      0.32861613
 26489.43718883    377.50895522      3.28427283      0.32258213
 26499.44219134    377.36642475      3.28551329      0.31672202
 26509.44719384    377.22400186      3.28675376      0.31104963
 26519.45219634    377.08168644      3.28799422      0.30557842
 26529.45719884    376.93947836      3.28923468      0.30032140
 26539.46220134    376.79737749      3.29047514      0.29529116
 26549.46720384    376.65538373      3.29171561      0.29049982
 26559.47220634    376.51349695      3.29295607      0.28595904
 26569.47720884    376.37171703      3.29419653      0.28168000
 26579.48221135    376.23004384      3.29543700      0.27767339
 26589.48721385    376.08847727      3.29667746      0.27394940
 26599.49221635    375.94701719      3.29791792      0.27051771
 26609.49721885    375.80566349      3.29915838      0.26738752
 26619.50222135    375.66441605      3.30039885      0.26456748
 26629.50722385    375.52327475      3.30163931      0.26206575
 26639.51222635    375.38223946      3.30287977      0.25988998
 26649.51722885    375.24131007      3.30412023      0.25804730
 26659.52223136    375.10048645      3.30536070      0.25654434
 26669.52723386    374.95976850      3.30660116      0.25538722
 26679.53223636    374.81915609      3.30784162      0.25458155
 26689.53723886    374.67864909      3.30908208      0.25413249
 26699.54224136    374.53824740      3.31032255      0.25404465
 26709.54724386    374.39795090      3.31156301      0.25432223
 26719.55224636    374.25775946      3.31280347      0.25496889
 26729.55724886    374.11767297      3.31404394      0.25598788
 26739.56225137    373.97769132      3.31528440      0.25738196
 26749.56725387    373.83781437      3.31652486      0.25915345
 26759.57225637    373.69804202      3.31776532      0.26130424
 26769.57725887    373.55837415      3.31900579      0.26383578
 26779.58226137    373.41881064      3.32024625      0.26674909
 26789.58726387    373.27935138      3.32148671      0.27004477
 26799.59226637    373.13999624      3.32272717      0.27372301
 26809.59726887    373.00074512      3.32396764      0.27778360
 26819.60227138    372.86159789      3.32520810      0.28222592
 26829.60727388    372.72255443      3.32644856      0.28704895
 26839.61227638    372.58361464      3.32768902      0.29225127
 26849.61727888    372.44477840      3.32892949      0.29783107
 26859.62228138    372.30604559      3.33016995      0.30378615
 26869.62728388    372.16741609      3.33141041      0.31011391
 26879.63228638    372.02888979      3.33265088      0.31681136
 26889.63728888    371.89046658      3.33389134      0.32387510
 26899.64229139    371.75214634      3.33513180      0.33130133
 26909.64729389    371.61392895      3.33637226      0.33908584
 26919.65229639    371.47581430      3.33761273      0.34722401
 26929.65729889    371.33780228      3.33885319      0.35571078
 26939.66230139    371.19989277      3.34009365      0.36454068
 26949.66730389    371.06208566      3.34133411      0.37370777
 26959.67230639    370.92438083      3.34257458      0.38320566
 26969.67730889    370.78677817      3.34381504      0.39302751
 26979.68231140    370.64927756      3.34505550      0.40316598
 26989.68731390    370.51187890      3.34629596      0.41361325
 26999.69231640    370.37458207      3.34753643      0.42436096
 27009.69731890    370.23738695      3.34877689      0.43540026
 27019.70232140    370.10029343      3.35001735      0.44672174
 27029.70732390    369.96330141      3.35125782      0.45831544
 27039.71232640    369.82641076      3.35249828      0.47017083
 27049.71732890    369.68962137      3.35373874      0.48227679
 27059.72233141    369.55293314      3.35497920      0.49462160
 27069.72733391    369.41634595      3.35621967      0.50719293
 27079.73233641    369.27985969      3.35746013      0.51997783
 27089.73733891    369.14347424      3.35870059      0.53296269
 27099.74234141    369.00718950      3.35994105      0.54613328
 27109.74734391    368.87100535      3.36118152      0.55947468
 27119.75234641    368.73492169      3.36242198      0.57297133
 27129.75734891    368.59893839      3.36366244      0.58660700
 27139.76235142    368.46305535      3.36490290      0.60036478
 27149.76735392    368.32727247      3.36614337      0.61422711
 27159.77235642    368.19158962      3.36738383      0.62817573
 27169.77735892    368.05600670      3.36862429      0.64219177
 27179.78236142    367.92052359      3.36986476      0.65625566
 27189.78736392    367.78514020      3.37110522      0.67034724
 27199.79236642    367.64985640      3.37234568      0.68444570
 27209.79736892    367.51467209      3.37358614      0.69852965
 27219.80237143    367.37958715      3.37482661      0.71257711
 27229.80737393    367.24460149      3.37606707      0.72656558
 27239.81237643    367.10971498      3.37730753      0.74047203
 27249.81737893    366.97492752      3.37854799      0.75427297
 27259.82238143    366.84023900      3.37978846      0.76794448
 27269.82738393    366.70564932      3.38102892      0.78146225
 27279.83238643    366.57115835      3.38226938      0.79480162
 27289.83738893    366.43676600      3.38350984      0.80793768
 27299.84239144    366.30247216      3.38475031      0.82084528
 27309.84739394    366.16827671      3.38599077      0.83349910
 27319.85239644    366.03417956      3.38723123      0.84587375
 27329.85739894    365.90018058      3.38847170      0.85794379
 27339.86240144    365.76627968      3.38971216      0.86968385
 27349.86740394    365.63247675      3.39095262      0.88106867
 27359.87240644    365.49877167      3.39219308      0.89207320
 27369.87740894    365.36516434      3.39343355      0.90267267
 27379.88241145    365.23165466      3.39467401      0.91284268
 27389.88741395    365.09824252      3.39591447      0.92255929
 27399.89241645    364.96492780      3.39715493      0.93179907
 27409.89741895    364.83171041      3.39839540      0.94053926
 27419.90242145    364.69859024      3.39963586      0.94875777
 27429.90742395    364.56556718      3.40087632      0.95643334
 27439.91242645    364.43264112      3.40211678      0.96354558
 27449.91742895    364.29981196      3.40335725      0.97007509
 27459.92243146    364.16707959      3.40459771      0.97600350
 27469.92743396    364.03444391      3.40583817      0.98131361
 27479.93243646    363.90190481      3.40707864      0.98598941
 27489.93743896    363.76946218      3.40831910      0.99001621
 27499.94244146    363.63711593      3.40955956      0.99338067
 27509.94744396    363.50486594      3.41080002      0.99607089
 27519.95244646    363.37271211      3.41204049      0.99807647
 27529.95744896    363.24065434      3.41328095      0.99938859
 27539.96245147    363.10869251      3.41452141      1.00000000
 27549.96745397    362.97682654      3.41576187      0.99990515
 27559.97245647    362.84505630      3.41700234      0.99910017
 27569.97745897    362.71338170      3.41824280      0.99758294
 27579.98246147    362.58180264      3.41948326      0.99535310
 27589.98746397    362.45031900      3.42072372      0.99241208
 27599.99246647    362.31893069      3.42196419      0.98876311
 27609.99746897    362.18763761      3.42320465      0.98441123
 27620.00247148    362.05643964      3.42444511      0.97936329
 27630.00747398    361.92533668      3.42568558      0.97362793
 27640.01247648    361.79432864      3.42692604      0.96721558
 27650.01747898    361.66341541      3.42816650      0.96013843
 27660.02248148    361.53259688      3.42940696      0.95241040
 27670.02748398    361.40187296      3.43064743      0.94404710
 27680.03248648    361.27124354      3.43188789      0.93506578
 27690.03748898    361.14070852      3.43312835      0.92548528
 27700.04249149    361.01026779      3.43436881      0.91532599
 27710.04749399    360.87992125      3.43560928      0.90460973
 27720.05249649    360.74966881      3.43684974      0.89335976
 27730.05749899    360.61951036      3.43809020      0.88160063
 27740.06250149    360.48944580      3.43933066      0.86935813
 27750.06750399    360.35947502      3.44057113      0.85665920
 27760.07250649    360.22959793      3.44181159      0.84353183
 27770.07750899    360.09981443      3.44305205      0.83000498
 27780.08251150    359.97012440      3.44429252      0.81610846
 27790.08751400    359.84052776      3.44553298      0.80187286
 27800.09251650    359.71102440      3.44677344      0.78732940
 27810.09751900    359.58161422      3.44801390      0.77250987
 27820.10252150    359.45229712      3.44925437      0.75744650
 27830.10752400    359.32307301      3.45049483      0.74217186
 27840.11252650    359.19394177      3.45173529      0.72671876
 27850.11752900    359.06490331      3.45297575      0.71112011
 27860.12253151    358.93595752      3.45421622      0.69540888
 27870.12753401    358.80710432      3.45545668      0.67961794
 27880.13253651    358.67834360      3.45669714      0.66377997
 27890.13753901    358.54967526      3.45793760      0.64792740
 27900.14254151    358.42109920      3.45917807      0.63209226
 27910.14754401    358.29261532      3.46041853      0.61630614
 27920.15254651    358.16422353      3.46165899      0.60060006
 27930.15754901    358.03592372      3.46289946      0.58500443
 27940.16255152    357.90771579      3.46413992      0.56954893
 27950.16755402    357.77959965      3.46538038      0.55426248
 27960.17255652    357.65157520      3.46662084      0.53917314
 27970.17755902    357.52364233      3.46786131      0.52430807
 27980.18256152    357.39580096      3.46910177      0.50969343
 27990.18756402    357.26805098      3.47034223      0.49535442
 28000.19256652    357.14039230      3.47158269      0.48131513
 28010.19756902    357.01282481      3.47282316      0.46759857
 28020.20257153    356.88534842      3.47406362      0.45422663
 28030.20757403    356.75796304      3.47530408      0.44122003
 28040.21257653    356.63066855      3.47654454      0.42859831
 28050.21757903    356.50346488      3.47778501      0.41637981
 28060.22258153    356.37635192      3.47902547      0.40458168
 28070.22758403    356.24932957      3.48026593      0.39321985
 28080.23258653    356.12239773      3.48150640      0.38230905
 28090.23758903    355.99555632      3.48274686      0.37186280
 28100.24259154    355.86880523      3.48398732      0.36189343
 28110.24759404    355.74214436      3.48522778      0.35241209
 28120.25259654    355.61557362      3.48646825      0.34342879
 28130.25759904    355.48909292      3.48770871      0.33495239
 28140.26260154    355.36270216      3.48894917      0.32699063
 28150.26760404    355.23640124      3.49018963      0.31955020
 28160.27260654    355.11019006      3.49143010      0.31263671
 28170.27760904    354.98406854      3.49267056      0.30625479
 28180.28261155    354.85803657      3.49391102      0.30040808
 28190.28761405    354.73209406      3.49515148      0.29509928
 28200.29261655    354.60624092      3.49639195      0.29033020
 28210.29761905    354.48047705      3.49763241      0.28610180
 28220.30262155    354.35480235      3.49887287      0.28241423
 28230.30762405    354.22921673      3.50011334      0.27926686
 28240.31262655    354.10372009      3.50135380      0.27665833
 28250.31762905    353.97831235      3.50259426      0.27458663
 28260.32263156    353.85299340      3.50383472      0.27304907
 28270.32763406    353.72776315      3.50507519      0.27204238
 28280.33263656    353.60262151      3.50631565      0.27156274
 28290.33763906    353.47756839      3.50755611      0.27160580
 28300.34264156    353.35260369      3.50879657      0.27216671
 28310.34764406    353.22772731      3.51003704      0.27324021
 28320.35264656    353.10293916      3.51127750      0.27482060
 28330.35764906    352.97823915      3.51251796      0.27690181
 28340.36265157    352.85362719      3.51375842      0.27947741
 28350.36765407    352.72910319      3.51499889      0.28254067
 28360.37265657    352.60466704      3.51623935      0.28608452
 28370.37765907    352.48031865      3.51747981      0.29010165
 28380.38266157    352.35605794      3.51872028      0.29458444
 28390.38766407    352.23188482      3.51996074      0.29952508
 28400.39266657    352.10779918      3.52120120      0.30491548
 28410.39766907    351.98380093      3.52244166      0.31074734
 28420.40267158    351.85988999      3.52368213      0.31701214
 28430.40767408    351.73606626      3.52492259      0.32370114
 28440.41267658    351.61232966      3.52616305      0.33080539
 28450.41767908    351.48868007      3.52740351      0.33831570
 28460.42268158    351.36511743      3.52864398      0.34622266
 28470.42768408    351.24164163      3.52988444      0.35451662
 28480.43268658    351.11825258      3.53112490      0.36318768
 28490.43768908    350.99495019      3.53236536      0.37222568
 28500.44269159    350.87173437      3.53360583      0.38162015
 28510.44769409    350.74860503      3.53484629      0.39136035
 28520.45269659    350.62556208      3.53608675      0.40143517
 28530.45769909    350.50260543      3.53732722      0.41183319
 28540.46270159    350.37973498      3.53856768      0.42254258
 28550.46770409    350.25695065      3.53980814      0.43355113
 28560.47270659    350.13425234      3.54104860      0.44484617
 28570.47770909    350.01163997      3.54228907      0.45641459
 28580.48271160    349.88911344      3.54352953      0.46824278
 28590.48771410    349.76667266      3.54476999      0.48031660
 28600.49271660    349.64431755      3.54601045      0.49262136
 28610.49771910    349.52204802      3.54725092      0.50514181
 28620.50272160    349.39986397      3.54849138      0.51786206
 28630.50772410    349.27776531      3.54973184      0.53076563
 28640.51272660    349.15575196      3.55097230      0.54383535
 28650.51772910    349.03382383      3.55221277      0.55705339
 28660.52273161    348.91198082      3.55345323      0.57040122
 28670.52773411    348.79022285      3.55469369      0.58385959
 28680.53273661    348.66854983      3.55593416      0.59740856
 28690.53773911    348.54696167      3.55717462      0.61102743
 28700.54274161    348.42545828      3.55841508      0.62469479
 28710.54774411    348.30403957      3.55965554      0.63838850
 28720.55274661    348.18270546      3.56089601      0.65208569
 28730.55774911    348.06145585      3.56213647      0.66576280
 28740.56275162    347.94029066      3.56337693      0.67939558
 28750.56775412    347.81920980      3.56461739      0.69295911
 28760.57275662    347.69821318      3.56585786      0.70642784
 28770.57775912    347.57730072      3.56709832      0.71977566
 28780.58276162    347.45647232      3.56833878      0.73297587
 28790.58776412    347.33572790      3.56957924      0.74600132
 28800.59276662    347.21506736      3.57081971      0.75882438
 28810.59776912    347.09449064      3.57206017      0.77141708
 28820.60277163    346.97399762      3.57330063      0.78375115
 28830.60777413    346.85358824      3.57454110      0.79579807
 28840.61277663    346.73326240      3.57578156      0.80752921
 28850.61777913    346.61302001      3.57702202      0.81891588
 28860.62278163    346.49286099      3.57826248      0.82992943
 28870.62778413    346.37278525      3.57950295      0.84054135
 28880.63278663    346.25279271      3.58074341      0.85072338
 28890.63778913    346.13288327      3.58198387      0.86044761
 28900.64279164    346.01305686      3.58322433      0.86968662
 28910.64779414    345.89331338      3.58446480      0.87841353
 28920.65279664    345.77365276      3.58570526      0.88660217
 28930.65779914    345.65407489      3.58694572      0.89422717
 28940.66280164    345.53457971      3.58818618      0.90126411
 28950.66780414    345.41516711      3.58942665      0.90768959
 28960.67280664    345.29583703      3.59066711      0.91348135
 28970.67780914    345.17658936      3.59190757      0.91861843
 28980.68281165    345.05742403      3.59314804      0.92308124
 28990.68781415    344.93834095      3.59438850      0.92685166
 29000.69281665    344.81934003      3.59562896      0.92991317
 29010.69781915    344.70042120      3.59686942      0.93225092
 29020.70282165    344.58158436      3.59810989      0.93385184
 29030.70782415    344.46282943      3.59935035      0.93470472
 29040.71282665    344.34415633      3.60059081      0.93480025
 29050.71782915    344.22556497      3.60183127      0.93413115
 29060.72283166    344.10705527      3.60307174      0.93269218
 29070.72783416    343.98862714      3.60431220      0.93048020
 29080.73283666    343.87028050      3.60555266      0.92749422
 29090.73783916    343.75201526      3.60679312      0.92373540
 29100.74284166    343.63383134      3.60803359      0.91920710
 29110.74784416    343.51572866      3.60927405      0.91391489
 29120.75284666    343.39770713      3.61051451      0.90786649
 29130.75784916    343.27976668      3.61175498      0.90107183
 29140.76285167    343.16190720      3.61299544      0.89354297
 29150.76785417    343.04412864      3.61423590      0.88529406
 29160.77285667    342.92643089      3.61547636      0.87634134
 29170.77785917    342.80881387      3.61671683      0.86670303
 29180.78286167    342.69127751      3.61795729      0.85639928
 29190.78786417    342.57382172      3.61919775      0.84545209
 29200.79286667    342.45644641      3.62043821      0.83388522
 29210.79786917    342.33915151      3.62167868      0.82172408
 29220.80287168    342.22193694      3.62291914      0.80899565
 29230.80787418    342.10480260      3.62415960      0.79572834
 29240.81287668    341.98774842      3.62540006      0.78195187
 29250.81787918    341.87077431      3.62664053      0.76769715
 29260.82288168    341.75388020      3.62788099      0.75299617
 29270.82788418    341.63706599      3.62912145      0.73788181
 29280.83288668    341.52033162      3.63036192      0.72238776
 29290.83788918    341.40367699      3.63160238      0.70654834
 29300.84289169    341.28710203      3.63284284      0.69039835
 29310.84789419    341.17060665      3.63408330      0.67397295
 29320.85289669    341.05419078      3.63532377      0.65730752
 29330.85789919    340.93785432      3.63656423      0.64043747
 29340.86290169    340.82159721      3.63780469      0.62339817
 29350.86790419    340.70541935      3.63904515      0.60622474
 29360.87290669    340.58932067      3.64028562      0.58895196
 29370.87790919    340.47330109      3.64152608      0.57161414
 29380.88291170    340.35736052      3.64276654      0.55424496
 29390.88791420    340.24149889      3.64400700      0.53687738
 29400.89291670    340.12571611      3.64524747      0.51954354
 29410.89791920    340.01001211      3.64648793      0.50227460
 29420.90292170    339.89438680      3.64772839      0.48510071
 29430.90792420    339.77884010      3.64896886      0.46805087
 29440.91292670    339.66337194      3.65020932      0.45115285
 29450.91792920    339.54798223      3.65144978      0.43443317
 29460.92293171    339.43267089      3.65269024      0.41791694
 29470.92793421    339.31743785      3.65393071      0.40162791
 29480.93293671    339.20228302      3.65517117      0.38558835
 29490.93793921    339.08720632      3.65641163      0.36981901
 29500.94294171    338.97220768      3.65765209      0.35433916
 29510.94794421    338.85728701      3.65889256      0.33916649
 29520.95294671    338.74244424      3.66013302      0.32431713
 29530.95794921    338.62767929      3.66137348      0.30980567
 29540.96295172    338.51299208      3.66261394      0.29564511
 29550.96795422    338.39838252      3.66385441      0.28184693
 29560.97295672    338.28385054      3.66509487      0.26842105
 29570.97795922    338.16939607      3.66633533      0.25537593
 29580.98296172    338.05501901      3.66757580      0.24271851
 29590.98796422    337.94071931      3.66881626      0.23045433
 29600.99296672    337.82649686      3.67005672      0.21858753
 29610.99796922    337.71235161      3.67129718      0.20712091
 29621.00297173    337.59828346      3.67253765      0.19605598
 29631.00797423    337.48429234      3.67377811      0.18539302
 29641.01297673    337.37037818      3.67501857      0.17513114
 29651.01797923    337.25654089      3.67625903      0.16526835
 29661.02298173    337.14278040      3.67749950      0.15580159
 29671.02798423    337.02909663      3.67873996      0.14672686
 29681.03298673    336.91548950      3.67998042      0.13803922
 29691.03798923    336.80195893      3.68122088      0.12973292
 29701.04299174    336.68850486      3.68246135      0.12180143
 29711.04799424    336.57512719      3.68370181      0.11423750
 29721.05299674    336.46182585      3.68494227      0.10703328
 29731.05799924    336.34860077      3.68618274      0.10018035
 29741.06300174    336.23545187      3.68742320      0.09366978
 29751.06800424    336.12237907      3.68866366      0.08749222
 29761.07300674    336.00938230      3.68990412      0.08163795
