Wavenumber(cm^-1)   Wavelength(nm)  Electronvolts(eV)   Intensity(normalised)
 23814.34335066    419.91499032      2.95260335      0.16342218
 23824.34835316    419.73864759      2.95384381      0.16641284
 23834.35335566    419.56245292      2.95508427      0.16934977
 23844.35835816    419.38640610      2.95632473      0.17222647
 23854.36336067    419.21050696      2.95756520      0.17503643
 23864.36836317    419.03475531      2.95880566      0.17777317
 23874.37336567    418.85915096      2.96004612      0.18043023
 23884.37836817    418.68369373      2.96128658      0.18300120
 23894.38337067    418.50838343      2.96252705      0.18547978
 23904.38837317    418.33321989      2.96376751      0.18785979
 23914.39337567    418.15820291      2.96500797      0.19013518
 23924.39837817    417.98333231      2.96624843      0.19230008
 23934.40338068    417.80860791      2.96748890      0.19434880
 23944.40838318    417.63402952      2.96872936      0.19627589
 23954.41338568    417.45959697      2.96996982      0.19807615
 23964.41838818    417.28531006      2.97121029      0.19974464
 23974.42339068    417.11116862      2.97245075      0.20127673
 23984.42839318    416.93717247      2.97369121      0.20266812
 23994.43339568    416.76332142      2.97493167      0.20391482
 24004.43839818    416.58961529      2.97617214      0.20501324
 24014.44340069    416.41605390      2.97741260      0.20596014
 24024.44840319    416.24263707      2.97865306      0.20675272
 24034.45340569    416.06936462      2.97989352      0.20738856
 24044.45840819    415.89623637      2.98113399      0.20786568
 24054.46341069    415.72325214      2.98237445      0.20818254
 24064.46841319    415.55041175      2.98361491      0.20833806
 24074.47341569    415.37771501      2.98485537      0.20833161
 24084.47841819    415.20516176      2.98609584      0.20816303
 24094.48342070    415.03275181      2.98733630      0.20783262
 24104.48842320    414.86048499      2.98857676      0.20734116
 24114.49342570    414.68836111      2.98981723      0.20668990
 24124.49842820    414.51637999      2.99105769      0.20588055
 24134.50343070    414.34454147      2.99229815      0.20491527
 24144.50843320    414.17284536      2.99353861      0.20379671
 24154.51343570    414.00129149      2.99477908      0.20252794
 24164.51843820    413.82987967      2.99601954      0.20111246
 24174.52344071    413.65860974      2.99726000      0.19955422
 24184.52844321    413.48748151      2.99850046      0.19785757
 24194.53344571    413.31649482      2.99974093      0.19602723
 24204.53844821    413.14564948      3.00098139      0.19406832
 24214.54345071    412.97494532      3.00222185      0.19198632
 24224.54845321    412.80438217      3.00346231      0.18978703
 24234.55345571    412.63395985      3.00470278      0.18747659
 24244.55845821    412.46367818      3.00594324      0.18506141
 24254.56346072    412.29353700      3.00718370      0.18254819
 24264.56846322    412.12353612      3.00842417      0.17994388
 24274.57346572    411.95367538      3.00966463      0.17725563
 24284.57846822    411.78395461      3.01090509      0.17449083
 24294.58347072    411.61437362      3.01214555      0.17165703
 24304.58847322    411.44493224      3.01338602      0.16876191
 24314.59347572    411.27563032      3.01462648      0.16581332
 24324.59847822    411.10646766      3.01586694      0.16281918
 24334.60348073    410.93744410      3.01710740      0.15978752
 24344.60848323    410.76855947      3.01834787      0.15672641
 24354.61348573    410.59981360      3.01958833      0.15364396
 24364.61848823    410.43120632      3.02082879      0.15054831
 24374.62349073    410.26273745      3.02206925      0.14744756
 24384.62849323    410.09440683      3.02330972      0.14434981
 24394.63349573    409.92621428      3.02455018      0.14126311
 24404.63849823    409.75815963      3.02579064      0.13819543
 24414.64350074    409.59024273      3.02703111      0.13515469
 24424.64850324    409.42246339      3.02827157      0.13214866
 24434.65350574    409.25482145      3.02951203      0.12918505
 24444.65850824    409.08731673      3.03075249      0.12627140
 24454.66351074    408.91994908      3.03199296      0.12341513
 24464.66851324    408.75271832      3.03323342      0.12062349
 24474.67351574    408.58562428      3.03447388      0.11790356
 24484.67851824    408.41866681      3.03571434      0.11526226
 24494.68352075    408.25184572      3.03695481      0.11270630
 24504.68852325    408.08516085      3.03819527      0.11024219
 24514.69352575    407.91861204      3.03943573      0.10787626
 24524.69852825    407.75219912      3.04067619      0.10561460
 24534.70353075    407.58592192      3.04191666      0.10346308
 24544.70853325    407.41978028      3.04315712      0.10142735
 24554.71353575    407.25377403      3.04439758      0.09951283
 24564.71853825    407.08790300      3.04563805      0.09772469
 24574.72354076    406.92216704      3.04687851      0.09606788
 24584.72854326    406.75656597      3.04811897      0.09454709
 24594.73354576    406.59109963      3.04935943      0.09316676
 24604.73854826    406.42576786      3.05059990      0.09193111
 24614.74355076    406.26057050      3.05184036      0.09084409
 24624.74855326    406.09550737      3.05308082      0.08990940
 24634.75355576    405.93057832      3.05432128      0.08913050
 24644.75855826    405.76578318      3.05556175      0.08851063
 24654.76356077    405.60112178      3.05680221      0.08805276
 24664.76856327    405.43659398      3.05804267      0.08775963
 24674.77356577    405.27219960      3.05928313      0.08763376
 24684.77856827    405.10793848      3.06052360      0.08767742
 24694.78357077    404.94381046      3.06176406      0.08789270
 24704.78857327    404.77981538      3.06300452      0.08828145
 24714.79357577    404.61595307      3.06424499      0.08884533
 24724.79857827    404.45222338      3.06548545      0.08958579
 24734.80358078    404.28862614      3.06672591      0.09050413
 24744.80858328    404.12516120      3.06796637      0.09160145
 24754.81358578    403.96182839      3.06920684      0.09287871
 24764.81858828    403.79862755      3.07044730      0.09433672
 24774.82359078    403.63555853      3.07168776      0.09597616
 24784.82859328    403.47262116      3.07292822      0.09779758
 24794.83359578    403.30981529      3.07416869      0.09980146
 24804.83859828    403.14714075      3.07540915      0.10198817
 24814.84360079    402.98459738      3.07664961      0.10435799
 24824.84860329    402.82218504      3.07789007      0.10691116
 24834.85360579    402.65990355      3.07913054      0.10964789
 24844.85860829    402.49775276      3.08037100      0.11256833
 24854.86361079    402.33573252      3.08161146      0.11567262
 24864.86861329    402.17384267      3.08285193      0.11896088
 24874.87361579    402.01208304      3.08409239      0.12243325
 24884.87861829    401.85045348      3.08533285      0.12608985
 24894.88362080    401.68895384      3.08657331      0.12993084
 24904.88862330    401.52758396      3.08781378      0.13395637
 24914.89362580    401.36634367      3.08905424      0.13816662
 24924.89862830    401.20523284      3.09029470      0.14256177
 24934.90363080    401.04425129      3.09153516      0.14714202
 24944.90863330    400.88339888      3.09277563      0.15190755
 24954.91363580    400.72267544      3.09401609      0.15685853
 24964.91863830    400.56208083      3.09525655      0.16199510
 24974.92364081    400.40161489      3.09649701      0.16731734
 24984.92864331    400.24127747      3.09773748      0.17282526
 24994.93364581    400.08106840      3.09897794      0.17851876
 25004.93864831    399.92098754      3.10021840      0.18439760
 25014.94365081    399.76103473      3.10145887      0.19046136
 25024.94865331    399.60120982      3.10269933      0.19670944
 25034.95365581    399.44151266      3.10393979      0.20314093
 25044.95865831    399.28194309      3.10518025      0.20975467
 25054.96366082    399.12250095      3.10642072      0.21654913
 25064.96866332    398.96318611      3.10766118      0.22352237
 25074.97366582    398.80399840      3.10890164      0.23067203
 25084.97866832    398.64493767      3.11014210      0.23799522
 25094.98367082    398.48600377      3.11138257      0.24548849
 25104.98867332    398.32719655      3.11262303      0.25314780
 25114.99367582    398.16851585      3.11386349      0.26096843
 25124.99867832    398.00996154      3.11510395      0.26894495
 25135.00368083    397.85153345      3.11634442      0.27707114
 25145.00868333    397.69323143      3.11758488      0.28533999
 25155.01368583    397.53505534      3.11882534      0.29374363
 25165.01868833    397.37700502      3.12006581      0.30227327
 25175.02369083    397.21908032      3.12130627      0.31091920
 25185.02869333    397.06128110      3.12254673      0.31967076
 25195.03369583    396.90360721      3.12378719      0.32851629
 25205.03869833    396.74605849      3.12502766      0.33744313
 25215.04370084    396.58863479      3.12626812      0.34643761
 25225.04870334    396.43133598      3.12750858      0.35548506
 25235.05370584    396.27416189      3.12874904      0.36456980
 25245.05870834    396.11711239      3.12998951      0.37367519
 25255.06371084    395.96018731      3.13122997      0.38278360
 25265.06871334    395.80338653      3.13247043      0.39187650
 25275.07371584    395.64670988      3.13371089      0.40093448
 25285.07871834    395.49015722      3.13495136      0.40993731
 25295.08372085    395.33372840      3.13619182      0.41886402
 25305.08872335    395.17742328      3.13743228      0.42769291
 25315.09372585    395.02124171      3.13867275      0.43640173
 25325.09872835    394.86518354      3.13991321      0.44496768
 25335.10373085    394.70924863      3.14115367      0.45336757
 25345.10873335    394.55343683      3.14239413      0.46157787
 25355.11373585    394.39774800      3.14363460      0.46957487
 25365.11873835    394.24218198      3.14487506      0.47733478
 25375.12374086    394.08673864      3.14611552      0.48483382
 25385.12874336    393.93141783      3.14735598      0.49204840
 25395.13374586    393.77621940      3.14859645      0.49895520
 25405.13874836    393.62114321      3.14983691      0.50553133
 25415.14375086    393.46618912      3.15107737      0.51175443
 25425.14875336    393.31135698      3.15231783      0.51760284
 25435.15375586    393.15664665      3.15355830      0.52305568
 25445.15875836    393.00205798      3.15479876      0.52809302
 25455.16376087    392.84759083      3.15603922      0.53269599
 25465.16876337    392.69324506      3.15727969      0.53684686
 25475.17376587    392.53902052      3.15852015      0.54052921
 25485.17876837    392.38491707      3.15976061      0.54372800
 25495.18377087    392.23093457      3.16100107      0.54642968
 25505.18877337    392.07707288      3.16224154      0.54862227
 25515.19377587    391.92333186      3.16348200      0.55029545
 25525.19877837    391.76971135      3.16472246      0.55144065
 25535.20378088    391.61621123      3.16596292      0.55205106
 25545.20878338    391.46283134      3.16720339      0.55212173
 25555.21378588    391.30957156      3.16844385      0.55164959
 25565.21878838    391.15643173      3.16968431      0.55063349
 25575.22379088    391.00341171      3.17092477      0.54907420
 25585.22879338    390.85051138      3.17216524      0.54697441
 25595.23379588    390.69773057      3.17340570      0.54433876
 25605.23879838    390.54506917      3.17464616      0.54117377
 25615.24380089    390.39252702      3.17588663      0.53748787
 25625.24880339    390.24010398      3.17712709      0.53329130
 25635.25380589    390.08779992      3.17836755      0.52859610
 25645.25880839    389.93561470      3.17960801      0.52341603
 25655.26381089    389.78354818      3.18084848      0.51776649
 25665.26881339    389.63160021      3.18208894      0.51166446
 25675.27381589    389.47977067      3.18332940      0.50512841
 25685.27881839    389.32805940      3.18456986      0.49817818
 25695.28382090    389.17646628      3.18581033      0.49083488
 25705.28882340    389.02499117      3.18705079      0.48312083
 25715.29382590    388.87363393      3.18829125      0.47505937
 25725.29882840    388.72239441      3.18953171      0.46667480
 25735.30383090    388.57127249      3.19077218      0.45799222
 25745.30883340    388.42026803      3.19201264      0.44903743
 25755.31383590    388.26938089      3.19325310      0.43983682
 25765.31883840    388.11861092      3.19449357      0.43041719
 25775.32384091    387.96795801      3.19573403      0.42080570
 25785.32884341    387.81742200      3.19697449      0.41102968
 25795.33384591    387.66700277      3.19821495      0.40111656
 25805.33884841    387.51670018      3.19945542      0.39109372
 25815.34385091    387.36651409      3.20069588      0.38098841
 25825.34885341    387.21644437      3.20193634      0.37082762
 25835.35385591    387.06649088      3.20317680      0.36063800
 25845.35885841    386.91665348      3.20441727      0.35044574
 25855.36386092    386.76693205      3.20565773      0.34027650
 25865.36886342    386.61732645      3.20689819      0.33015532
 25875.37386592    386.46783654      3.20813865      0.32010657
 25885.37886842    386.31846219      3.20937912      0.31015385
 25895.38387092    386.16920326      3.21061958      0.30031996
 25905.38887342    386.02005963      3.21186004      0.29062684
 25915.39387592    385.87103115      3.21310051      0.28109552
 25925.39887842    385.72211770      3.21434097      0.27174611
 25935.40388093    385.57331914      3.21558143      0.26259775
 25945.40888343    385.42463534      3.21682189      0.25366861
 25955.41388593    385.27606616      3.21806236      0.24497587
 25965.41888843    385.12761148      3.21930282      0.23653571
 25975.42389093    384.97927116      3.22054328      0.22836334
 25985.42889343    384.83104507      3.22178374      0.22047297
 25995.43389593    384.68293307      3.22302421      0.21287786
 26005.43889843    384.53493504      3.22426467      0.20559032
 26015.44390094    384.38705085      3.22550513      0.19862174
 26025.44890344    384.23928036      3.22674559      0.19198260
 26035.45390594    384.09162343      3.22798606      0.18568251
 26045.45890844    383.94407995      3.22922652      0.17973028
 26055.46391094    383.79664978      3.23046698      0.17413387
 26065.46891344    383.64933279      3.23170745      0.16890050
 26075.47391594    383.50212885      3.23294791      0.16403663
 26085.47891844    383.35503783      3.23418837      0.15954805
 26095.48392095    383.20805960      3.23542883      0.15543984
 26105.48892345    383.06119402      3.23666930      0.15171645
 26115.49392595    382.91444098      3.23790976      0.14838173
 26125.49892845    382.76780034      3.23915022      0.14543891
 26135.50393095    382.62127197      3.24039068      0.14289067
 26145.50893345    382.47485574      3.24163115      0.14073913
 26155.51393595    382.32855153      3.24287161      0.13898590
 26165.51893845    382.18235920      3.24411207      0.13763204
 26175.52394096    382.03627863      3.24535253      0.13667814
 26185.52894346    381.89030969      3.24659300      0.13612426
 26195.53394596    381.74445225      3.24783346      0.13596999
 26205.53894846    381.59870618      3.24907392      0.13621445
 26215.54395096    381.45307136      3.25031439      0.13685626
 26225.54895346    381.30754766      3.25155485      0.13789359
 26235.55395596    381.16213496      3.25279531      0.13932416
 26245.55895846    381.01683311      3.25403577      0.14114523
 26255.56396097    380.87164201      3.25527624      0.14335363
 26265.56896347    380.72656151      3.25651670      0.14594576
 26275.57396597    380.58159150      3.25775716      0.14891764
 26285.57896847    380.43673185      3.25899762      0.15226491
 26295.58397097    380.29198243      3.26023809      0.15598285
 26305.58897347    380.14734312      3.26147855      0.16006646
 26315.59397597    380.00281380      3.26271901      0.16451046
 26325.59897847    379.85839432      3.26395947      0.16930936
 26335.60398098    379.71408458      3.26519994      0.17445750
 26345.60898348    379.56988445      3.26644040      0.17994913
 26355.61398598    379.42579380      3.26768086      0.18577846
 26365.61898848    379.28181250      3.26892133      0.19193973
 26375.62399098    379.13794043      3.27016179      0.19842730
 26385.62899348    378.99417748      3.27140225      0.20523572
 26395.63399598    378.85052350      3.27264271      0.21235981
 26405.63899848    378.70697839      3.27388318      0.21979473
 26415.64400099    378.56354201      3.27512364      0.22753608
 26425.64900349    378.42021425      3.27636410      0.23557994
 26435.65400599    378.27699498      3.27760456      0.24392300
 26445.65900849    378.13388407      3.27884503      0.25256253
 26455.66401099    377.99088140      3.28008549      0.26149655
 26465.66901349    377.84798686      3.28132595      0.27072374
 26475.67401599    377.70520031      3.28256641      0.28024360
 26485.67901849    377.56252164      3.28380688      0.29005635
 26495.68402100    377.41995072      3.28504734      0.30016302
 26505.68902350    377.27748744      3.28628780      0.31056534
 26515.69402600    377.13513166      3.28752827      0.32126577
 26525.69902850    376.99288327      3.28876873      0.33226740
 26535.70403100    376.85074215      3.29000919      0.34357386
 26545.70903350    376.70870817      3.29124965      0.35518925
 26555.71403600    376.56678122      3.29249012      0.36711794
 26565.71903850    376.42496117      3.29373058      0.37936450
 26575.72404101    376.28324791      3.29497104      0.39193346
 26585.72904351    376.14164130      3.29621150      0.40482915
 26595.73404601    376.00014124      3.29745197      0.41805545
 26605.73904851    375.85874759      3.29869243      0.43161564
 26615.74405101    375.71746025      3.29993289      0.44551203
 26625.74905351    375.57627909      3.30117335      0.45974584
 26635.75405601    375.43520400      3.30241382      0.47431682
 26645.75905851    375.29423484      3.30365428      0.48922306
 26655.76406102    375.15337151      3.30489474      0.50446069
 26665.76906352    375.01261388      3.30613521      0.52002360
 26675.77406602    374.87196183      3.30737567      0.53590322
 26685.77906852    374.73141526      3.30861613      0.55208822
 26695.78407102    374.59097403      3.30985659      0.56856434
 26705.78907352    374.45063803      3.31109706      0.58531414
 26715.79407602    374.31040714      3.31233752      0.60231680
 26725.79907852    374.17028124      3.31357798      0.61954803
 26735.80408103    374.03026022      3.31481844      0.63697988
 26745.80908353    373.89034395      3.31605891      0.65458067
 26755.81408603    373.75053233      3.31729937      0.67231498
 26765.81908853    373.61082523      3.31853983      0.69014360
 26775.82409103    373.47122253      3.31978029      0.70802358
 26785.82909353    373.33172412      3.32102076      0.72590832
 26795.83409603    373.19232989      3.32226122      0.74374773
 26805.83909853    373.05303971      3.32350168      0.76148835
 26815.84410104    372.91385346      3.32474215      0.77907362
 26825.84910354    372.77477104      3.32598261      0.79644416
 26835.85410604    372.63579233      3.32722307      0.81353806
 26845.85910854    372.49691720      3.32846353      0.83029125
 26855.86411104    372.35814555      3.32970400      0.84663790
 26865.86911354    372.21947726      3.33094446      0.86251086
 26875.87411604    372.08091221      3.33218492      0.87784215
 26885.87911854    371.94245029      3.33342538      0.89256339
 26895.88412105    371.80409138      3.33466585      0.90660638
 26905.88912355    371.66583537      3.33590631      0.91990361
 26915.89412605    371.52768215      3.33714677      0.93238881
 26925.89912855    371.38963159      3.33838723      0.94399746
 26935.90413105    371.25168359      3.33962770      0.95466739
 26945.90913355    371.11383802      3.34086816      0.96433929
 26955.91413605    370.97609479      3.34210862      0.97295722
 26965.91913855    370.83845376      3.34334909      0.98046913
 26975.92414106    370.70091483      3.34458955      0.98682733
 26985.92914356    370.56347789      3.34583001      0.99198892
 26995.93414606    370.42614282      3.34707047      0.99591618
 27005.93914856    370.28890951      3.34831094      0.99857696
 27015.94415106    370.15177784      3.34955140      0.99994496
 27025.94915356    370.01474771      3.35079186      1.00000000
 27035.95415606    369.87781899      3.35203232      0.99872823
 27045.95915856    369.74099158      3.35327279      0.99612225
 27055.96416107    369.60426537      3.35451325      0.99218123
 27065.96916357    369.46764024      3.35575371      0.98691091
 27075.97416607    369.33111608      3.35699417      0.98032360
 27085.97916857    369.19469277      3.35823464      0.97243805
 27095.98417107    369.05837022      3.35947510      0.96327936
 27105.98917357    368.92214830      3.36071556      0.95287873
 27115.99417607    368.78602690      3.36195603      0.94127324
 27125.99917857    368.65000591      3.36319649      0.92850553
 27136.00418108    368.51408523      3.36443695      0.91462349
 27146.00918358    368.37826474      3.36567741      0.89967985
 27156.01418608    368.24254432      3.36691788      0.88373180
 27166.01918858    368.10692388      3.36815834      0.86684052
 27176.02419108    367.97140330      3.36939880      0.84907071
 27186.02919358    367.83598246      3.37063926      0.83049015
 27196.03419608    367.70066126      3.37187973      0.81116916
 27206.03919858    367.56543959      3.37312019      0.79118016
 27216.04420109    367.43031734      3.37436065      0.77059710
 27226.04920359    367.29529440      3.37560111      0.74949502
 27236.05420609    367.16037066      3.37684158      0.72794953
 27246.05920859    367.02554601      3.37808204      0.70603636
 27256.06421109    366.89082034      3.37932250      0.68383089
 27266.06921359    366.75619354      3.38056297      0.66140772
 27276.07421609    366.62166551      3.38180343      0.63884025
 27286.07921859    366.48723613      3.38304389      0.61620032
 27296.08422110    366.35290530      3.38428435      0.59355782
 27306.08922360    366.21867290      3.38552482      0.57098036
 27316.09422610    366.08453884      3.38676528      0.54853300
 27326.09922860    365.95050299      3.38800574      0.52627798
 27336.10423110    365.81656527      3.38924620      0.50427446
 27346.10923360    365.68272554      3.39048667      0.48257834
 27356.11423610    365.54898372      3.39172713      0.46124210
 27366.11923860    365.41533969      3.39296759      0.44031463
 27376.12424111    365.28179334      3.39420805      0.41984113
 27386.12924361    365.14834457      3.39544852      0.39986308
 27396.13424611    365.01499327      3.39668898      0.38041811
 27406.13924861    364.88173934      3.39792944      0.36154004
 27416.14425111    364.74858266      3.39916991      0.34325888
 27426.14925361    364.61552313      3.40041037      0.32560084
 27436.15425611    364.48256065      3.40165083      0.30858839
 27446.15925861    364.34969510      3.40289129      0.29224038
 27456.16426112    364.21692639      3.40413176      0.27657209
 27466.16926362    364.08425440      3.40537222      0.26159537
 27476.17426612    363.95167903      3.40661268      0.24731882
 27486.17926862    363.81920018      3.40785314      0.23374792
 27496.18427112    363.68681774      3.40909361      0.22088518
 27506.18927362    363.55453160      3.41033407      0.20873042
 27516.19427612    363.42234167      3.41157453      0.19728088
 27526.19927862    363.29024782      3.41281499      0.18653153
 27536.20428113    363.15824997      3.41405546      0.17647523
 27546.20928363    363.02634800      3.41529592      0.16710300
 27556.21428613    362.89454182      3.41653638      0.15840425
 27566.21928863    362.76283131      3.41777685      0.15036705
 27576.22429113    362.63121637      3.41901731      0.14297834
 27586.22929363    362.49969690      3.42025777      0.13622419
 27596.23429613    362.36827280      3.42149823      0.13009004
 27606.23929863    362.23694395      3.42273870      0.12456092
 27616.24430114    362.10571027      3.42397916      0.11962168
 27626.24930364    361.97457164      3.42521962      0.11525717
 27636.25430614    361.84352795      3.42646008      0.11145244
 27646.25930864    361.71257912      3.42770055      0.10819291
 27656.26431114    361.58172503      3.42894101      0.10546451
 27666.26931364    361.45096559      3.43018147      0.10325379
 27676.27431614    361.32030068      3.43142193      0.10154805
 27686.27931864    361.18973021      3.43266240      0.10033535
 27696.28432115    361.05925407      3.43390286      0.09960460
 27706.28932365    360.92887217      3.43514332      0.09934554
 27716.29432615    360.79858440      3.43638379      0.09954873
 27726.29932865    360.66839065      3.43762425      0.10020552
 27736.30433115    360.53829083      3.43886471      0.10130794
 27746.30933365    360.40828484      3.44010517      0.10284864
 27756.31433615    360.27837257      3.44134564      0.10482077
 27766.31933865    360.14855392      3.44258610      0.10721781
 27776.32434116    360.01882880      3.44382656      0.11003344
 27786.32934366    359.88919709      3.44506702      0.11326138
 27796.33434616    359.75965870      3.44630749      0.11689522
 27806.33934866    359.63021354      3.44754795      0.12092825
 27816.34435116    359.50086148      3.44878841      0.12535326
 27826.34935366    359.37160245      3.45002887      0.13016246
 27836.35435616    359.24243633      3.45126934      0.13534726
 27846.35935866    359.11336304      3.45250980      0.14089822
 27856.36436117    358.98438245      3.45375026      0.14680489
 27866.36936367    358.85549449      3.45499073      0.15305579
 27876.37436617    358.72669904      3.45623119      0.15963841
 27886.37936867    358.59799601      3.45747165      0.16653912
 27896.38437117    358.46938530      3.45871211      0.17374335
 27906.38937367    358.34086681      3.45995258      0.18123558
 27916.39437617    358.21244043      3.46119304      0.18899953
 27926.39937867    358.08410608      3.46243350      0.19701836
 27936.40438118    357.95586365      3.46367396      0.20527483
 27946.40938368    357.82771305      3.46491443      0.21375163
 27956.41438618    357.69965416      3.46615489      0.22243164
 27966.41938868    357.57168691      3.46739535      0.23129826
 27976.42439118    357.44381118      3.46863581      0.24033579
 27986.42939368    357.31602688      3.46987628      0.24952976
 27996.43439618    357.18833392      3.47111674      0.25886733
 28006.43939868    357.06073218      3.47235720      0.26833765
 28016.44440119    356.93322159      3.47359767      0.27793222
 28026.44940369    356.80580203      3.47483813      0.28764521
 28036.45440619    356.67847342      3.47607859      0.29747381
 28046.45940869    356.55123564      3.47731905      0.30741843
 28056.46441119    356.42408862      3.47855952      0.31748292
 28066.46941369    356.29703224      3.47979998      0.32767473
 28076.47441619    356.17006642      3.48104044      0.33800492
 28086.47941869    356.04319105      3.48228090      0.34848818
 28096.48442120    355.91640604      3.48352137      0.35914270
 28106.48942370    355.78971130      3.48476183      0.36998996
 28116.49442620    355.66310672      3.48600229      0.38105441
 28126.49942870    355.53659221      3.48724275      0.39236311
 28136.50443120    355.41016767      3.48848322      0.40394517
 28146.50943370    355.28383301      3.48972368      0.41583120
 28156.51443620    355.15758814      3.49096414      0.42805257
 28166.51943870    355.03143295      3.49220461      0.44064070
 28176.52444121    354.90536735      3.49344507      0.45362619
 28186.52944371    354.77939125      3.49468553      0.46703790
 28196.53444621    354.65350455      3.49592599      0.48090206
 28206.53944871    354.52770716      3.49716646      0.49524127
 28216.54445121    354.40199897      3.49840692      0.51007353
 28226.54945371    354.27637990      3.49964738      0.52541129
 28236.55445621    354.15084985      3.50088784      0.54126050
 28246.55945871    354.02540873      3.50212831      0.55761974
 28256.56446122    353.90005644      3.50336877      0.57447941
 28266.56946372    353.77479288      3.50460923      0.59182103
 28276.57446622    353.64961797      3.50584969      0.60961660
 28286.57946872    353.52453161      3.50709016      0.62782818
 28296.58447122    353.39953371      3.50833062      0.64640752
 28306.58947372    353.27462416      3.50957108      0.66529592
 28316.59447622    353.14980288      3.51081155      0.68442423
 28326.59947872    353.02506978      3.51205201      0.70371302
 28336.60448123    352.90042476      3.51329247      0.72307298
 28346.60948373    352.77586772      3.51453293      0.74240545
 28356.61448623    352.65139858      3.51577340      0.76160314
 28366.61948873    352.52701724      3.51701386      0.78055109
 28376.62449123    352.40272361      3.51825432      0.79912771
 28386.62949373    352.27851760      3.51949478      0.81720601
 28396.63449623    352.15439910      3.52073525      0.83465501
 28406.63949873    352.03036804      3.52197571      0.85134117
 28416.64450124    351.90642432      3.52321617      0.86713001
 28426.64950374    351.78256784      3.52445663      0.88188774
 28436.65450624    351.65879852      3.52569710      0.89548295
 28446.65950874    351.53511626      3.52693756      0.90778831
 28456.66451124    351.41152097      3.52817802      0.91868228
 28466.66951374    351.28801256      3.52941849      0.92805070
 28476.67451624    351.16459093      3.53065895      0.93578844
 28486.67951874    351.04125600      3.53189941      0.94180079
 28496.68452125    350.91800768      3.53313987      0.94600488
 28506.68952375    350.79484586      3.53438034      0.94833081
 28516.69452625    350.67177047      3.53562080      0.94872271
 28526.69952875    350.54878141      3.53686126      0.94713958
 28536.70453125    350.42587860      3.53810172      0.94355592
 28546.70953375    350.30306193      3.53934219      0.93796213
 28556.71453625    350.18033132      3.54058265      0.93036475
 28566.71953875    350.05768667      3.54182311      0.92078641
 28576.72454126    349.93512791      3.54306358      0.90926562
 28586.72954376    349.81265493      3.54430404      0.89585629
 28596.73454626    349.69026766      3.54554450      0.88062708
 28606.73954876    349.56796599      3.54678496      0.86366057
 28616.74455126    349.44574984      3.54802543      0.84505221
 28626.74955376    349.32361911      3.54926589      0.82490916
 28636.75455626    349.20157373      3.55050635      0.80334898
 28646.75955876    349.07961360      3.55174681      0.78049817
 28656.76456127    348.95773862      3.55298728      0.75649071
 28666.76956377    348.83594872      3.55422774      0.73146646
 28676.77456627    348.71424380      3.55546820      0.70556957
 28686.77956877    348.59262378      3.55670866      0.67894687
 28696.78457127    348.47108856      3.55794913      0.65174625
 28706.78957377    348.34963805      3.55918959      0.62411518
 28716.79457627    348.22827217      3.56043005      0.59619915
 28726.79957877    348.10699083      3.56167052      0.56814030
 28736.80458128    347.98579394      3.56291098      0.54007612
 28746.80958378    347.86468142      3.56415144      0.51213826
 28756.81458628    347.74365316      3.56539190      0.48445146
 28766.81958878    347.62270910      3.56663237      0.45713269
 28776.82459128    347.50184913      3.56787283      0.43029029
 28786.82959378    347.38107317      3.56911329      0.40402343
 28796.83459628    347.26038114      3.57035375      0.37842160
 28806.83959878    347.13977295      3.57159422      0.35356429
 28816.84460129    347.01924850      3.57283468      0.32952081
 28826.84960379    346.89880771      3.57407514      0.30635026
 28836.85460629    346.77845050      3.57531560      0.28410161
 28846.85960879    346.65817677      3.57655607      0.26281389
 28856.86461129    346.53798645      3.57779653      0.24251655
 28866.86961379    346.41787944      3.57903699      0.22322981
 28876.87461629    346.29785565      3.58027746      0.20496519
 28886.87961879    346.17791501      3.58151792      0.18772608
 28896.88462130    346.05805742      3.58275838      0.17150831
 28906.88962380    345.93828280      3.58399884      0.15630085
 28916.89462630    345.81859106      3.58523931      0.14208645
 28926.89962880    345.69898212      3.58647977      0.12884241
 28936.90463130    345.57945589      3.58772023      0.11654119
 28946.90963380    345.46001228      3.58896069      0.10515120
 28956.91463630    345.34065121      3.59020116      0.09463743
 28966.91963880    345.22137260      3.59144162      0.08496210
 28976.92464131    345.10217635      3.59268208      0.07608533
 28986.92964381    344.98306238      3.59392254      0.06796571
 28996.93464631    344.86403061      3.59516301      0.06056083
 29006.93964881    344.74508096      3.59640347      0.05382780
 29016.94465131    344.62621333      3.59764393      0.04772370
 29026.94965381    344.50742764      3.59888440      0.04220600
 29036.95465631    344.38872382      3.60012486      0.03723288
 29046.95965881    344.27010176      3.60136532      0.03276359
 29056.96466132    344.15156139      3.60260578      0.02875865
 29066.96966382    344.03310263      3.60384625      0.02518011
 29076.97466632    343.91472539      3.60508671      0.02199170
 29086.97966882    343.79642959      3.60632717      0.01915897
 29096.98467132    343.67821513      3.60756763      0.01664935
 29106.98967382    343.56008195      3.60880810      0.01443225
 29116.99467632    343.44202995      3.61004856      0.01247909
 29126.99967882    343.32405905      3.61128902      0.01076325
 29137.00468133    343.20616916      3.61252948      0.00926010
 29147.00968383    343.08836021      3.61376995      0.00794693
 29157.01468633    342.97063212      3.61501041      0.00680291
 29167.01968883    342.85298478      3.61625087      0.00580901
